DNR Parameter,Parameter Type,Description,Result,Units,Present/Absent,Analysis Method,Start Date/Time,Analysis Date/Time,Result Depth,Header/Labslip Depth,Lab ID,Sample/Labslip ID,Lab Method,Result Comments,Lab Comments,LOD,Lower Bound,LOQ,Upper Bound,ID No,ID Point No,Second ID No,Fieldwork Event Field No,Sample/Labslip Field No,Project #,Sample Description,Location Description,Monitoring Location Latitude,Monitoring Location Longitude,Monitoring Station Latitude,Monitoring Station Longitude,Received,Reported,Station ID,Station Name,WBIC,Official Waterbody Name,Station Type,Watershed,County,WMU,Lab Account Code
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",10/5/2006 10:00,10/5/2006 10:00,,,,,CLMN Secchi: field only,,,,,,,LksCollId:827458,,,,,,,,44.21839,-89.1125,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",9/4/2006 14:30,9/4/2006 14:30,,,,,CLMN Secchi: field only,,,,,,,LksCollId:827455,,,,,,,,44.21839,-89.1125,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",8/20/2006 13:30,8/20/2006 13:30,,,,,CLMN Secchi: field only,,,,,,,LksCollId:827454,,,,,,,,44.21839,-89.1125,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",7/29/2006 14:30,7/29/2006 14:30,,,,,CLMN Secchi: field only,,,,,,,LksCollId:827453,,,,,,,,44.21839,-89.1125,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",7/23/2006 13:00,7/23/2006 13:00,,,,,CLMN Secchi: field only,,,,,,,LksCollId:827452,,,,,,,,44.21839,-89.1125,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",6/4/2006 14:00,6/4/2006 14:00,,,,,CLMN Secchi: field only,,,,,,,LksCollId:827450,,,,,,,,44.21839,-89.1125,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",10/3/1988 10:45,10/3/1988 10:45,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53224,,,53224,53224,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",8/17/1990 13:30,8/17/1990 13:30,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53236,,,53236,53236,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",7/5/1999 1:00,7/5/1999 1:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53283,,,53283,53283,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",9/7/2004 10:45,9/7/2004 10:45,,,,,WLSH Secchi Field Only,,,,,,,WLSH:801970,,,801970,801970,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",6/19/2000 11:30,6/19/2000 11:30,,,,,WLSH Secchi Field Only,,,,,,,WLSH:163207,,,163207,163207,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",6/28/1993 10:45,6/28/1993 10:45,,,,,WLSH Secchi Field Only,,,,,,,WLSH:152986,,,152986,152986,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",11/11/1988 11:30,11/11/1988 11:30,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53225,,,53225,53225,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",7/20/1990 11:45,7/20/1990 11:45,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53232,,,53232,53232,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",6/25/1991 10:00,6/25/1991 10:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53238,,,53238,53238,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",6/15/1987 13:00,6/15/1987 13:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53209,,,53209,53209,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",6/11/1989 14:00,6/11/1989 14:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53215,,,53215,53215,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",5/21/1988 11:30,5/21/1988 11:30,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53285,,,53285,53285,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",7/1/2001 15:00,7/1/2001 15:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:720144,,,720144,720144,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",7/16/2000 15:00,7/16/2000 15:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:163208,,,163208,163208,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",6/25/1995 11:00,6/25/1995 11:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53264,,,53264,53264,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",10/14/1997 10:30,10/14/1997 10:30,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53275,,,53275,53275,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",6/21/1999 12:00,6/21/1999 12:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53282,,,53282,53282,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",9/13/2003 10:00,9/13/2003 10:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:785685,,,785685,785685,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",10/10/2004 14:00,10/10/2004 14:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:801971,,,801971,801971,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",6/30/1987 14:00,6/30/1987 14:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53252,,,53252,53252,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",6/2/1988 13:45,6/2/1988 13:45,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53259,,,53259,53259,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",8/26/1991 10:00,8/26/1991 10:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53243,,,53243,53243,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",7/6/2003 10:00,7/6/2003 10:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:785682,,,785682,785682,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",10/16/1999 12:00,10/16/1999 12:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53207,,,53207,53207,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",11/14/1987 11:00,11/14/1987 11:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53221,,,53221,53221,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",8/16/1989 11:45,8/16/1989 11:45,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53226,,,53226,53226,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",6/14/1990 11:30,6/14/1990 11:30,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53229,,,53229,53229,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",7/26/1990 11:00,7/26/1990 11:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53233,,,53233,53233,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",7/2/1991 10:30,7/2/1991 10:30,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53239,,,53239,53239,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",8/14/1991 10:15,8/14/1991 10:15,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53242,,,53242,53242,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",6/25/1992 11:00,6/25/1992 11:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53246,,,53246,53246,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",7/5/1988 10:30,7/5/1988 10:30,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53210,,,53210,53210,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",5/29/1989 15:00,5/29/1989 15:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53214,,,53214,53214,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",7/4/1989 15:00,7/4/1989 15:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53217,,,53217,53217,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",8/24/2002 15:00,8/24/2002 15:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:772810,,,772810,772810,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",7/15/2001 14:00,7/15/2001 14:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:720145,,,720145,720145,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",10/7/2001 14:30,10/7/2001 14:30,,,,,WLSH Secchi Field Only,,,,,,,WLSH:720149,,,720149,720149,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",7/28/2000 16:00,7/28/2000 16:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:163209,,,163209,163209,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",10/16/2000 10:00,10/16/2000 10:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:163212,,,163212,163212,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",7/4/1995 11:00,7/4/1995 11:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53265,,,53265,53265,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",5/20/1997 10:30,5/20/1997 10:30,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53272,,,53272,53272,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",2/1/1998 11:00,2/1/1998 11:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53276,,,53276,53276,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",8/9/1998 10:00,8/9/1998 10:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53279,,,53279,53279,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",7/27/2003 14:00,7/27/2003 14:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:785683,,,785683,785683,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",10/12/2003 11:00,10/12/2003 11:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:785687,,,785687,785687,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",8/29/2004 11:00,8/29/2004 11:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:801969,,,801969,801969,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",7/5/1987 13:30,7/5/1987 13:30,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53253,,,53253,53253,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",8/19/1987 11:00,8/19/1987 11:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53257,,,53257,53257,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",6/9/1988 14:00,6/9/1988 14:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53260,,,53260,53260,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",6/28/1990 11:45,6/28/1990 11:45,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53230,,,53230,53230,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",7/24/1989 14:00,7/24/1989 14:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53219,,,53219,53219,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",8/10/1997 10:30,8/10/1997 10:30,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53274,,,53274,53274,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",8/5/1987 12:00,8/5/1987 12:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53256,,,53256,53256,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",6/30/1988 11:00,6/30/1988 11:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53263,,,53263,53263,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",8/9/1999 10:00,8/9/1999 10:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53206,,,53206,53206,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",8/31/1993 11:00,8/31/1993 11:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:152985,,,152985,152985,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",10/12/1987 11:30,10/12/1987 11:30,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53220,,,53220,53220,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",9/2/1988 14:00,9/2/1988 14:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53222,,,53222,53222,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
99420,DNR_STORET,SECCHI DEPTH HIT BOTTOM,NO,Y/N,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",9/12/1988 11:00,9/12/1988 11:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53223,,,53223,53223,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
